ZA_ZAPIS_ID,ZA_RO_ROK,ZA_DZ_DZIAL1_ID,DZ_NAZWA,ZA_TYTUL,ZA_TYTUL_CALOSCI,ZA_TE_TEATR_ID,TE_NAZWA,ZA_OPIS_WSPOLTWORCOW,ZA_NAZWA_ADAPT_DZIELA,ZA_OPIS_ADAPT_DZIELA,ZA_ADNOTACJE,tytul_clean,data_premiery,program_tv,emisje
410676,1998,231,Spektakle fabularne TV,Figurki pana Gracjana,,,,Reż. Marek Pawłowski,,"II, 23 I 1998, 55'",,Figurki pana Gracjana,,II,"[{'data': '23 I 1998', 'czas_min': 55}]"
410677,1998,231,Spektakle fabularne TV,Otello,,,,Tł. Jerzy Stanisław Sito. Reż. Andrzej Chrzanowski,,"I, 19 I 1998, 140'",,Otello,,I,"[{'data': '19 I 1998', 'czas_min': 140}]"
410679,1998,231,Spektakle fabularne TV,Leśne licho,,,,Reż. Cezary Morawski,,"II, 16 I 1998, 55'",,Leśne licho,,II,"[{'data': '16 I 1998', 'czas_min': 55}]"
410680,1998,231,Spektakle fabularne TV,Wniebowstąpienie,,,,Reż. Roland Rowiński,,"II, 15 I 1998, 75'",,Wniebowstąpienie,,II,"[{'data': '15 I 1998', 'czas_min': 75}]"
410682,1998,231,Spektakle fabularne TV,Czarny obelisk,,,,Tł. Adam Kaska. Adapt. i reż. Krzysztof Lang,,"I, 12 I 1998, 100'",,Czarny obelisk,,I,"[{'data': '12 I 1998', 'czas_min': 100}]"
410701,1998,231,Spektakle fabularne TV,"Ściana Artura, czyli co zrobimy z Henriettą",,,,Tł. Michał Ronikier. Reż. Laco Adamik,,"I, 12 X 1998, 100'",,"Ściana Artura, czyli co zrobimy z Henriettą",,I,"[{'data': '12 X 1998', 'czas_min': 100}]"
410703,1998,231,Spektakle fabularne TV,Mroczne zaułki na Kępie Kimballa,,,,Tł. Małgorzata Grabowska. Reż. Barbara Sass,,"II, 9 I 1998, 50'",,Mroczne zaułki na Kępie Kimballa,,II,"[{'data': '9 I 1998', 'czas_min': 50}]"
410704,1998,231,Spektakle fabularne TV,Wszystkie lekcje odwołane,,,,Reż. Agnieszka Glińska,,"II, 12 XII 1998, 35'",,Wszystkie lekcje odwołane,,II,"[{'data': '12 XII 1998', 'czas_min': 35}]"
410705,1998,231,Spektakle fabularne TV,Oferta Josepha Fouche,,,,Tł. Jacek Stanisław Buras. Adapt. i reż. Roman Załuski,,"II, 16 XII 1998, 65'",,Oferta Josepha Fouche,,II,"[{'data': '16 XII 1998', 'czas_min': 65}]"
410707,1998,231,Spektakle fabularne TV,Dzwony,,,,Tł. Krystyna Tarnowska. Reż. Zbigniew Zapasiewicz,,"II, 30 XI 1998, 55'",,Dzwony,,II,"[{'data': '30 XI 1998', 'czas_min': 55}]"
410709,1998,231,Spektakle fabularne TV,Bunia,,,,,,"II, 22 VII 1998, 60'",,Bunia,,II,"[{'data': '22 VII 1998', 'czas_min': 60}]"
410710,1998,231,Spektakle fabularne TV,Scena miłosna,,,,,,"II, 26 XI 1998, 30'",,Scena miłosna,,II,"[{'data': '26 XI 1998', 'czas_min': 30}]"
410713,1998,231,Spektakle fabularne TV,Król Edyp,,,,Tł. Kazimierz Morawski. Reż. Laco Adamik,,"I, 23 XI 1998, 70'",,Król Edyp,,I,"[{'data': '23 XI 1998', 'czas_min': 70}]"
410715,1998,231,Spektakle fabularne TV,Duże i małe,,,,Tł. Zbigniew Krawczykowski. Adapt. i reż. Piotr Łazarkiewicz,,"II, 19 XI 1998, 85'",,Duże i małe,,II,"[{'data': '19 XI 1998', 'czas_min': 85}]"
410717,1998,231,Spektakle fabularne TV,Gwiazda sezonu,,,,Tł. Joanna Godlewska. Tł. Artur Urbański,,"I, 9 XI 1998, 90'",,Gwiazda sezonu,,I,"[{'data': '9 XI 1998', 'czas_min': 90}]"
410730,1998,231,Spektakle fabularne TV,Edith i Marlene,,,,"Tł. Halina Rutkowska, Andrzej Rutkowski. Reż. Marta Meszaros",,"II, 1 XI 1998, 95'",,Edith i Marlene,,II,"[{'data': '1 XI 1998', 'czas_min': 95}]"
410734,1998,231,Spektakle fabularne TV,Poczta,,,,Tł. Elżbieta Walter. Reż. Maciej Prus,,"II, 30 X 1998, 50'",,Poczta,,II,"[{'data': '30 X 1998', 'czas_min': 50}]"
410735,1998,231,Spektakle fabularne TV,Cesarski szaleniec,,,,Tł. Henryk Chłystowski. Reż. Waldemar Chłystek,,"I, 26 X 1996, 95'",,Cesarski szaleniec,,I,"[{'data': '26 X 1996', 'czas_min': 95}]"
410737,1998,231,Spektakle fabularne TV,Kalkwerk,,,,"Tł. Ernest Dyczek, Marek Feliks Nowak. Reż. Krystian Lupa",,"II, 8 X 1998, 185'",,Kalkwerk,,II,"[{'data': '8 X 1998', 'czas_min': 185}]"
410738,1998,231,Spektakle fabularne TV,Wariacje enigmatyczne,,,,Tł. Barbara Grzegorzewska. Reż. Mariusz Front,,"I, 5 X 1998, 70'",,Wariacje enigmatyczne,,I,"[{'data': '5 X 1998', 'czas_min': 70}]"
410739,1998,231,Spektakle fabularne TV,Późne kwiaty,,,,Tł. Ziemowit Fedecki. Reż. Jacek Orłowski,,"I, 21 IX 1998, 60'",,Późne kwiaty,,I,"[{'data': '21 IX 1998', 'czas_min': 60}]"
410740,1998,231,Spektakle fabularne TV,Cztery pory roku,,,,Tł. Elżbieta Jasińska. Reż. Janusz Morgenstern,,"I, 14 IX 1998, 75'",,Cztery pory roku,,I,"[{'data': '14 IX 1998', 'czas_min': 75}]"
410746,1998,231,Spektakle fabularne TV,Płatonow. Akt pominięty,,,,Tł. Adam Tarn. Reż. Jerzy Jarocki,,"II, 10 IX 1998, 95'",,Płatonow. Akt pominięty,,II,"[{'data': '10 IX 1998', 'czas_min': 95}]"
410747,1998,231,Spektakle fabularne TV,Burzliwe życie Lejzorka,,,,Tł. Maria Popowska. Adapt. Katarzyna Sobol. Reż. Maciej Wojtyszko,,"I, 17 VIII 1998, 130'",,Burzliwe życie Lejzorka,,I,"[{'data': '17 VIII 1998', 'czas_min': 130}]"
410748,1998,231,Spektakle fabularne TV,Drzewo,,,,Reż. Izabela Cywińska,,"I, 14 XII 1998, 95'",,Drzewo,,I,"[{'data': '14 XII 1998', 'czas_min': 95}]"
410749,1998,231,Spektakle fabularne TV,Mojżesz i Katarzyna,,,,Reż. Adek Drabiński,,"II, 14 XII 1998, 30'",,Mojżesz i Katarzyna,,II,"[{'data': '14 XII 1998', 'czas_min': 30}]"
410750,1998,231,Spektakle fabularne TV,Wieczór z lalką,,,,Reż. Wojciech Pacyna,,"II, 28 XII 1998, 35'",,Wieczór z lalką,,II,"[{'data': '28 XII 1998', 'czas_min': 35}]"
410751,1998,231,Spektakle fabularne TV,Dama od Maxima,,,,Tł. Antoni Marianowicz. Reż. Janusz Józefowicz,,"I, 28 XII 1998, 75'",,Dama od Maxima,,I,"[{'data': '28 XII 1998', 'czas_min': 75}]"
410752,1998,231,Spektakle fabularne TV,Walizka,,,,Reż. Piotr Trzaskalski,,"II, 21 XII 1998, 35'",,Walizka,,II,"[{'data': '21 XII 1998', 'czas_min': 35}]"
410753,1998,231,Spektakle fabularne TV,Remont,,,,Reż. Janusz Kondratiuk,,"I, 21 XII 1998, 80'",,Remont,,I,"[{'data': '21 XII 1998', 'czas_min': 80}]"
410754,1998,231,Spektakle fabularne TV,Tak zwana ludzkość w obłędzie,,,,Reż. Jerzy Grzegorzewski,,"II, 10 XII 1998, 60'",,Tak zwana ludzkość w obłędzie,,II,"[{'data': '10 XII 1998', 'czas_min': 60}]"
410755,1998,231,Spektakle fabularne TV,Porwanie nutki,,,,Reż. Lena Szurmiej,,"II, 7 XII 1998, 55'",,Porwanie nutki,,II,"[{'data': '7 XII 1998', 'czas_min': 55}]"
410756,1998,231,Spektakle fabularne TV,Książę niezłomny,,,,Reż. Jerzy Krysiak,,"I, 7 XII 1998, 70'",,Książę niezłomny,,I,"[{'data': '7 XII 1998', 'czas_min': 70}]"
410757,1998,231,Spektakle fabularne TV,Usta Micka Jaggera,,,,Reż. Michał Kwieciński,,"II, 3 XII 1998, 90'",,Usta Micka Jaggera,,II,"[{'data': '3 XII 1998', 'czas_min': 90}]"
410758,1998,231,Spektakle fabularne TV,Kartoteka rozrzucona,,,,Reż. Kazimierz Kutz,,"I, 30 XI 1998, 85'",,Kartoteka rozrzucona,,I,"[{'data': '30 XI 1998', 'czas_min': 85}]"
410759,1998,231,Spektakle fabularne TV,Wiórek,,,,Reż. Wojciech Nowak,,"II, 16 XI 1998, 55'",,Wiórek,,II,"[{'data': '16 XI 1998', 'czas_min': 55}]"
410760,1998,231,Spektakle fabularne TV,Wyspa róż,,,,Reż. Jan Jakub Kolski,,"I, 16 XI 1998, 95'",,Wyspa róż,,I,"[{'data': '16 XI 1998', 'czas_min': 95}]"
410761,1998,231,Spektakle fabularne TV,Drugie zabicie psa,,,,Reż. Tomasz Wiszniewski,,"II, 12 XI 1998, 75'",,Drugie zabicie psa,,II,"[{'data': '12 XI 1998', 'czas_min': 75}]"
410762,1998,231,Spektakle fabularne TV,Warszawiak,,,,Reż. Andrzej Chrzanowski,,"I, 2 XI 1998, 90'",,Warszawiak,,I,"[{'data': '2 XI 1998', 'czas_min': 90}]"
410763,1998,231,Spektakle fabularne TV,Świat kolorów,,,,Reż. aut.,,"II, 1 XI 1998, 35'",,Świat kolorów,,II,"[{'data': '1 XI 1998', 'czas_min': 35}]"
410764,1998,231,Spektakle fabularne TV,W tym domu straszy,,,,Reż. Witold Adamek,,"II, 23 X 1998, 45'",,W tym domu straszy,,II,"[{'data': '23 X 1998', 'czas_min': 45}]"
410766,1998,231,Spektakle fabularne TV,Miłość po dziewiątej,,,,Reż. Łukasz Zadrzyński,,"II, 22 X 1998, 100'",,Miłość po dziewiątej,,II,"[{'data': '22 X 1998', 'czas_min': 100}]"
410767,1998,231,Spektakle fabularne TV,Węzeł,,,,Reż. Kazimierz Kutz,,"I, 19 X 1998, 75'",,Węzeł,,I,"[{'data': '19 X 1998', 'czas_min': 75}]"
410768,1998,231,Spektakle fabularne TV,Anka,,,,Reż. Radosław Piwowarski,,"II, 16 X 1998, 35'",,Anka,,II,"[{'data': '16 X 1998', 'czas_min': 35}]"
410771,1998,231,Spektakle fabularne TV,Razem,,,,Reż. Janusz Kondratiuk,,"II, 15 X 1998, 60'",,Razem,,II,"[{'data': '15 X 1998', 'czas_min': 60}]"
410773,1998,231,Spektakle fabularne TV,Portret wenecki,,,,Reż. Agnieszka Lipiec-Wróblewska,,"I, 28 IX 1998, 90'",,Portret wenecki,,I,"[{'data': '28 IX 1998', 'czas_min': 90}]"
410776,1998,231,Spektakle fabularne TV,Dziennik uczuć,,,,Reż. Ewa Sałużanka,,"II, 25 IX 1998, 45'",,Dziennik uczuć,,II,"[{'data': '25 IX 1998', 'czas_min': 45}]"
410777,1998,231,Spektakle fabularne TV,Historia o ptaku Cis,,,,Reż. Grzegorz Volkman-Kempinsky,,"II, 18 IX 1998, 30'",,Historia o ptaku Cis,,II,"[{'data': '18 IX 1998', 'czas_min': 30}]"
410778,1998,231,Spektakle fabularne TV,Moje słowa,,,,Reż. Andrzej Maj,,"II, 11 IX 1998, 45'",,Moje słowa,,II,"[{'data': '11 IX 1998', 'czas_min': 45}]"
410779,1998,231,Spektakle fabularne TV,Disneyland,,,,Reż. Filip Zylber,,"I, 7 IX 1998, 80'",,Disneyland,,I,"[{'data': '7 IX 1998', 'czas_min': 80}]"
410780,1998,231,Spektakle fabularne TV,Balkis,,,,Reż. Barbara Borys-Damięcka,,"II, 4 IX 1998, 45'",,Balkis,,II,"[{'data': '4 IX 1998', 'czas_min': 45}]"
410782,1998,231,Spektakle fabularne TV,Niech żyją agenci,,,,Reż. Witold Adamek,,"II, 3 IX 1998, 55'",,Niech żyją agenci,,II,"[{'data': '3 IX 1998', 'czas_min': 55}]"
410783,1998,231,Spektakle fabularne TV,Pan Benet,,,,Reż. Andrzej Łapicki,,"I, 24 VIII 1998, 50'",,Pan Benet,,I,"[{'data': '24 VIII 1998', 'czas_min': 50}]"
410790,1998,231,Spektakle fabularne TV,"Boso, ale w ostrogach",,,,Reż. Barbara Borys-Damięcka,,"I, 10 VIII 1998, 80'",,"Boso, ale w ostrogach",,I,"[{'data': '10 VIII 1998', 'czas_min': 80}]"
410791,1998,231,Spektakle fabularne TV,Podporucznik Kiże,,,,Reż. Tomasz Zygadło,,"II, 5 VIII 1998, 85'",,Podporucznik Kiże,,II,"[{'data': '5 VIII 1998', 'czas_min': 85}]"
410795,1998,231,Spektakle fabularne TV,Na szkle malowane,,,,Reż. Krystyna Janda,,"I, 3 VIII 1998, 105'",,Na szkle malowane,,I,"[{'data': '3 VIII 1998', 'czas_min': 105}]"
410797,1998,231,Spektakle fabularne TV,Kram z piosenkami,,,,Reż. Krzysztof Lang,,"I, 27 VII 1998, 100'",,Kram z piosenkami,,I,"[{'data': '27 VII 1998', 'czas_min': 100}]"
410800,1998,231,Spektakle fabularne TV,Żołnierz królowej Madagaskaru,,,,Adapt. Julian Tuwim. Reż. Jerzy Gruza,,"I, 20 VII 1998, 110'",,Żołnierz królowej Madagaskaru,,I,"[{'data': '20 VII 1998', 'czas_min': 110}]"
410802,1998,231,Spektakle fabularne TV,Impuls,,,,Reż. Maciej Dutkiewicz,,"II, 15 VII 1998, 55'",,Impuls,,II,"[{'data': '15 VII 1998', 'czas_min': 55}]"
410804,1998,231,Spektakle fabularne TV,Nim przyjdzie wiosna,,,,Reż. Adam Hanuszkiewicz,,"I, 13 VII 1998, 50'",,Nim przyjdzie wiosna,,I,"[{'data': '13 VII 1998', 'czas_min': 50}]"
410805,1998,231,Spektakle fabularne TV,Słomkowy kapelusz,,,,Reż. Jerzy Gruza,,"I, 6 VII 1998, 90'",,Słomkowy kapelusz,,I,"[{'data': '6 VII 1998', 'czas_min': 90}]"
410807,1998,231,Spektakle fabularne TV,Kabaret Olgi Lipińskiej,,,,,,"I, 7 III, 13 IV, 20 VI, 26 IX, 28 XI 1998 [każda cz. ok. 50']",,Kabaret Olgi Lipińskiej,,I,"[{'data': '28 XI 1998', 'czas_min': 50}]"
410810,1998,231,Spektakle fabularne TV,Alek,,,,Adapt. Lesław Skuza. Reż. Paweł Woldan,,"II, 12 III 1998, 60'. Sc. wg opow. ""Za rękę""",,Alek,,II,"[{'data': '12 III 1998', 'czas_min': 60}]"
410811,1998,231,Spektakle fabularne TV,Tygrys Pietrek,,,,,,"I, 7 II 1998, 25'",,Tygrys Pietrek,,I,"[{'data': '7 II 1998', 'czas_min': 25}]"
410815,1998,231,Spektakle fabularne TV,W poszukiwaniu zgubionego buta,,,,Reż. Izabella Cywińska,,"II, 8 I 1998, 105'",,W poszukiwaniu zgubionego buta,,II,"[{'data': '8 I 1998', 'czas_min': 105}]"
410816,1998,231,Spektakle fabularne TV,Dziękuję za służbę,,,,Reż. Sylwester Chęciński,,"I, 5 I 1998, 85'",,Dziękuję za służbę,,I,"[{'data': '5 I 1998', 'czas_min': 85}]"
410818,1998,231,Spektakle fabularne TV,Czerwony Kapturek,,,,Reż. Krzysztof Babicki,,"II, 2 I 1997, 55'",,Czerwony Kapturek,,II,"[{'data': '2 I 1997', 'czas_min': 55}]"
410820,1998,231,Spektakle fabularne TV,To nie była piąta,,,,Tł. Zofia Ernstowa. Reż. Edward Dziewoński,,"I, 2 I 1998, 60'",,To nie była piąta,,I,"[{'data': '2 I 1998', 'czas_min': 60}]"
410821,1998,231,Spektakle fabularne TV,Skarby króla Midasa,,,,Tł. Krystyna Tarnowska. Reż. Tomasz Szadkowski,,"II, 1 I 1998, 25'",,Skarby króla Midasa,,II,"[{'data': '1 I 1998', 'czas_min': 25}]"
410825,1999,231,Spektakle fabularne TV,"Iwona, księżniczka Burgunda",,,,Reż. Zygmunt Huebner,,"II, 7 I 1999, 60'",,"Iwona, księżniczka Burgunda",,II,"[{'data': '7 I 1999', 'czas_min': 60}]"
410826,1999,231,Spektakle fabularne TV,Naparstek Pana Boga,,,,"Tł. Witold Hulewicz, Maria Czabanówna. Reż. Paweł Łysak",,"II, 4 I 1999, 35'",,Naparstek Pana Boga,,II,"[{'data': '4 I 1999', 'czas_min': 35}]"
410827,1999,231,Spektakle fabularne TV,Rozmowy przy wycinaniu lasu,,,,Reż. aut.,,"I, 4 I 1999, 100'",,Rozmowy przy wycinaniu lasu,,I,"[{'data': '4 I 1999', 'czas_min': 100}]"
435537,1999,231,Spektakle fabularne TV,Serce,,,,Tł. Maria Konopnicka. Reż. Roland Rowiński,,"II, 1 III 1999, 55'",,Serce,,II,"[{'data': '1 III 1999', 'czas_min': 55}]"
435538,1999,231,Spektakle fabularne TV,Dybuk,,,,Tł. Michał Friedman. Reż. Agnieszka Holland,,"I, 15 XI 1999, 95'",,Dybuk,,I,"[{'data': '15 XI 1999', 'czas_min': 95}]"
435539,1999,231,Spektakle fabularne TV,Farrago,,,,Reż. Jarosław Żamojda,,"II, 11 IV 1999, 60'; [ponowna emisja:] 4 VII 1999",,Farrago,,II,"[{'data': '11 IV 1999', 'czas_min': 60}, {'data': '4 VII 1999', 'czas_min': None}]"
435540,1999,231,Spektakle fabularne TV,"Chińska kokaina, czyli sen o Paryżu",,,,Tł. Henryk Bienkiewicz. Reż. Krzysztof Zaleski,,"I, 21 VI 1999, 50'",,"Chińska kokaina, czyli sen o Paryżu",,I,"[{'data': '21 VI 1999', 'czas_min': 50}]"
435541,1999,231,Spektakle fabularne TV,Don Kichot,,,,Tł. Jerzy Pomianowski. Reż. Andrzej Domalik,,"II, 2 V 1999, 100'",,Don Kichot,,II,"[{'data': '2 V 1999', 'czas_min': 100}]"
435542,1999,231,Spektakle fabularne TV,Blues,,,,Reż. Tomasz Wiszniewski,,"I, 20 IX 1999, 65'",,Blues,,I,"[{'data': '20 IX 1999', 'czas_min': 65}]"
435543,1999,231,Spektakle fabularne TV,Słoneczko,,,,Reż. Igor Mołodecki,,"II, 24 V 1999, 55'",,Słoneczko,,II,"[{'data': '24 V 1999', 'czas_min': 55}]"
435544,1999,231,Spektakle fabularne TV,Księżniczka na ziarnku grochu,,,,Reż. Andrzej Maj,,"II, 4 X 1999, 35'",,Księżniczka na ziarnku grochu,,II,"[{'data': '4 X 1999', 'czas_min': 35}]"
435545,1999,231,Spektakle fabularne TV,Ciałopalenie,,,,Reż. Władysław Kowalski,,"II, 10 X 1999, 80'",,Ciałopalenie,,II,"[{'data': '10 X 1999', 'czas_min': 80}]"
435546,1999,231,Spektakle fabularne TV,Szelmostwa lisa Witalisa,,,,Reż. Maciej Wojtyszko,,"II, 6 XII 1999, 30'",,Szelmostwa lisa Witalisa,,II,"[{'data': '6 XII 1999', 'czas_min': 30}]"
435547,1999,231,Spektakle fabularne TV,Kobieta zawiedziona,,,,Tł. Ewa Gryczko. Reż. Andrzej Barański,,"I, 19 VII 1999, 105'",,Kobieta zawiedziona,,I,"[{'data': '19 VII 1999', 'czas_min': 105}]"
435548,1999,231,Spektakle fabularne TV,Scena miłosna,,,,Tł. Wacław Sadkowski. Reż. Maria Zmarz-Koczanowicz,,"II, 4 III 1999, 30'",,Scena miłosna,,II,"[{'data': '4 III 1999', 'czas_min': 30}]"
435549,1999,231,Spektakle fabularne TV,Upiór w kuchni,,,,Reż. Janusz Majewski,,"I, 19 IV 1999, 90'",,Upiór w kuchni,,I,"[{'data': '19 IV 1999', 'czas_min': 90}]"
435550,1999,231,Spektakle fabularne TV,Randka z diabłem,,,,Reż. Maciej Dutkiewicz,,"II, 3 VI 1999, 60'",,Randka z diabłem,,II,"[{'data': '3 VI 1999', 'czas_min': 60}]"
435551,1999,231,Spektakle fabularne TV,Dzwony,,,,Tł. Krystyna Tarnowska. Adapt. Ewa Gajak. Reż. Zbigniew Zapasiewicz,,"II, 20 IX 1999, 45'",,Dzwony,,II,"[{'data': '20 IX 1999', 'czas_min': 45}]"
435552,1999,231,Spektakle fabularne TV,Igraszki z diabłem,,,,Tł. Zdzisław Hierowski. Reż. Tadeusz Lis,,"I, 8 XI 1999, 90'",,Igraszki z diabłem,,I,"[{'data': '8 XI 1999', 'czas_min': 90}]"
435553,1999,231,Spektakle fabularne TV,Duet,,,,Reż. Łukasz Wylężałek,,"II, 8 VIII 1999, 85'",,Duet,,II,"[{'data': '8 VIII 1999', 'czas_min': 85}]"
435554,1999,231,Spektakle fabularne TV,Młodość bez młodości,,,,Tł. Ireneusz Kania. Reż. Andrzej Barański,,"II, 25 III 1999, 85'",,Młodość bez młodości,,II,"[{'data': '25 III 1999', 'czas_min': 85}]"
435555,1999,231,Spektakle fabularne TV,Wielka magia,,,,Tł. Anna Wasilewska. Reż. Maciej Englert,,"I, 1 II 1999, 100'",,Wielka magia,,I,"[{'data': '1 II 1999', 'czas_min': 100}]"
435556,1999,231,Spektakle fabularne TV,Ożenek,,,,Tł. Julian Tuwim. Reż. Ewa Bonacka,,"I, 8 II 1999, 95'",,Ożenek,,I,"[{'data': '8 II 1999', 'czas_min': 95}]"
435557,1999,231,Spektakle fabularne TV,Ukryty śmiech,,,,Tł. Elżbieta Jasińska. Reż Witold Adamek,,"I, 25 I 1999, 75'",,Ukryty śmiech,,I,"[{'data': '25 I 1999', 'czas_min': 75}]"
435558,1999,231,Spektakle fabularne TV,Ławeczka,,,,Tł. Jerzy Koenig. Reż. Maciej Wojtyszko,,"I, 12 VII 1999, 80'",,Ławeczka,,I,"[{'data': '12 VII 1999', 'czas_min': 80}]"
435559,1999,231,Spektakle fabularne TV,Zbrodnia z premedytacją,,,,Reż. Zbigniew Brzoza,,"II, 14 I 1999, 65'",,Zbrodnia z premedytacją,,II,"[{'data': '14 I 1999', 'czas_min': 65}]"
435560,1999,231,Spektakle fabularne TV,Historia,,,,Reż. Horst Leszczuk [właściwie] Grzegorz Jarzyna,,"II, 21 I 1999, 75'",,Historia,,II,"[{'data': '21 I 1999', 'czas_min': 75}]"
435561,1999,231,Spektakle fabularne TV,Mojżesz i Katarzyna,,,,Reż. Adek Drabiński,,"II, 26 II 1999, 35'",,Mojżesz i Katarzyna,,II,"[{'data': '26 II 1999', 'czas_min': 35}]"
435562,1999,231,Spektakle fabularne TV,"Yes, panie McLuhan",,,,Reż. Olaf Lubaszenko,,"I, 14 VI 1999, 55'",,"Yes, panie McLuhan",,I,"[{'data': '14 VI 1999', 'czas_min': 55}]"
435563,1999,231,Spektakle fabularne TV,Samoobrona,,,,Reż. Sylwester Chęciński,,"I, 15 XI 1999, 70'",,Samoobrona,,I,"[{'data': '15 XI 1999', 'czas_min': 70}]"
435564,1999,231,Spektakle fabularne TV,Koncert,,,,Reż. Janusz Dymek,,"II, 5 XII 1999, 55'",,Koncert,,II,"[{'data': '5 XII 1999', 'czas_min': 55}]"
435565,1999,231,Spektakle fabularne TV,O zwierzętach to i owo,,,,Reż. Barbara Borys-Damięcka,,"II, 19 IV 1999, 60'",,O zwierzętach to i owo,,II,"[{'data': '19 IV 1999', 'czas_min': 60}]"
435566,1999,231,Spektakle fabularne TV,"To, co najpiękniejsze",,,,Reż. Andrzej Łapicki,,"II, 19 IV 1999, 60'",,"To, co najpiękniejsze",,II,"[{'data': '19 IV 1999', 'czas_min': 60}]"
435567,1999,231,Spektakle fabularne TV,Lalek,,,,Reż. Zbigniew Zapasiewicz,,"I, 10 V 1999, 70'",,Lalek,,I,"[{'data': '10 V 1999', 'czas_min': 70}]"
435568,1999,231,Spektakle fabularne TV,Mgiełka,,,,Reż. Juliusz Janicki,,"I, 16 VIII 1999, 80'",,Mgiełka,,I,"[{'data': '16 VIII 1999', 'czas_min': 80}]"
435569,1999,231,Spektakle fabularne TV,Bajki o zwierzętach,,,,Reż. Barbara Borys-Damięcka,,"II, 6 IX 1999, 35'",,Bajki o zwierzętach,,II,"[{'data': '6 IX 1999', 'czas_min': 35}]"
435570,1999,231,Spektakle fabularne TV,Gorący oddech pustyni,,,,Reż. Roland Rowiński,,"II, 17 X 1999, 65'",,Gorący oddech pustyni,,II,"[{'data': '17 X 1999', 'czas_min': 65}]"
435571,1999,231,Spektakle fabularne TV,Równy podział,,,,Tł. Michał Ronikier. Reż. Janusz Morgenstern,,"I, 11 III 1999, 75'",,Równy podział,,I,"[{'data': '11 III 1999', 'czas_min': 75}]"
435572,1999,231,Spektakle fabularne TV,Sztuka przekładu,,,,Tł. Elżbieta Jasińska. Reż. Laco Adamik,,"I, 30 VIII 1999, 85'",,Sztuka przekładu,,I,"[{'data': '30 VIII 1999', 'czas_min': 85}]"
435573,1999,231,Spektakle fabularne TV,Opowieści Hollywoodu,,,,Tł. Małgorzata Semil. Reż. Kazimierz Kutz,,"I, 27 IX 1999, 140 '",,Opowieści Hollywoodu,,I,"[{'data': '27 IX 1999', 'czas_min': 140}]"
435574,1999,231,Spektakle fabularne TV,Brand,,,,Tł. Halina Thylwe. Reż. Laco Adamik,,"I, 29 III 1999, 95'",,Brand,,I,"[{'data': '29 III 1999', 'czas_min': 95}]"
435575,1999,231,Spektakle fabularne TV,Grzebanie,,,,Reż. Jerzy Jarocki,,"Wg Stanisława Ignacego Witkiewicza. II, 19 IX 1999, 105'",,Grzebanie,,II,"[{'data': '19 IX 1999', 'czas_min': 105}]"
435576,1999,231,Spektakle fabularne TV,Lato w Nohant,,,,Reż. Agnieszka Glińska,,"I, 18 X 1999, 70'",,Lato w Nohant,,I,"[{'data': '18 X 1999', 'czas_min': 70}]"
435577,1999,231,Spektakle fabularne TV,"Król umiera, czyli ceremonie",,,,Tł. Adam Tarn. Reż. Jerzy Grzegorzewski,,"II, 14 XI 1999, 45'",,"Król umiera, czyli ceremonie",,II,"[{'data': '14 XI 1999', 'czas_min': 45}]"
435578,1999,231,Spektakle fabularne TV,Historia jednego dnia z epilogiem,,,,"Adapt. Robert Brutter, Maciej Dutkiewicz. Tł. Mieczysław Kwiatkowski. Reż. Maciej Dutkiewicz",,"I, 2 VIII 1999, 55'",,Historia jednego dnia z epilogiem,,I,"[{'data': '2 VIII 1999', 'czas_min': 55}]"
435579,1999,231,Spektakle fabularne TV,Skrzydełka,,,,Reż. Agnieszka Glińska,,"II, 29 I 1999, 30'",,Skrzydełka,,II,"[{'data': '29 I 1999', 'czas_min': 30}]"
435580,1999,231,Spektakle fabularne TV,Historia PRL według Mrożka,,,,Oprac. tekstu i reż. Jerzy Jarocki,," I, 13 XII 1999, 100'",,Historia PRL według Mrożka,,I,"[{'data': '13 XII 1999', 'czas_min': 100}]"
435581,1999,231,Spektakle fabularne TV,Mania czy Ania,,,,"Tł. Leonia Gradstein, Janina Gillowa. Reż. Jerzy Bielunas",,"II, 11 I 1999, 55'; [ponowna emisja:] 20 XII 1999",,Mania czy Ania,,II,"[{'data': '11 I 1999', 'czas_min': 55}, {'data': '20 XII 1999', 'czas_min': None}]"
435582,1999,231,Spektakle fabularne TV,Arszenik i stare koronki,,,,"Tł. Antoni Marianowicz, Janusz Minkiewicz. Reż. Maciej Englert",,"I, 8 III 1999, 75'",,Arszenik i stare koronki,,I,"[{'data': '8 III 1999', 'czas_min': 75}]"
435583,1999,231,Spektakle fabularne TV,Zwierzoczłekoupiór,,,,Reż.. Mikołaj Grabowski,,"Cz. 1-2. II, 10 V 1999, 55'; 17 V 1999, 60'",,Zwierzoczłekoupiór,,II,"[{'data': '10 V 1999', 'czas_min': 55}, {'data': '17 V 1999', 'czas_min': 60}]"
435584,1999,231,Spektakle fabularne TV,Kajtuś Czarodziej,,,,Reż. Julia Wernio,,"II, 31 V 1999, 60'",,Kajtuś Czarodziej,,II,"[{'data': '31 V 1999', 'czas_min': 60}]"
