ZA_ZAPIS_ID,ZA_RO_ROK,ZA_DZ_DZIAL1_ID,DZ_NAZWA,ZA_TYTUL,ZA_TYTUL_CALOSCI,ZA_TE_TEATR_ID,TE_NAZWA,ZA_OPIS_WSPOLTWORCOW,ZA_NAZWA_ADAPT_DZIELA,ZA_OPIS_ADAPT_DZIELA,ZA_ADNOTACJE,tytul_clean,data_premiery,program_tv,emisje
161896,1992,231,Spektakle fabularne TV,"Katastrofa. Co, gdzie",,,,,,"Tł. Antoni Libera. Reż. Antoni Libera. II, 27 II 1992, 45'",,"Katastrofa. Co, gdzie",,II,"[{'data': '27 II 1992', 'czas_min': 45}]"
161901,1992,231,Spektakle fabularne TV,Bankiet w Blitwie,,,,,,"Adapt. pt. ""Blitwo, ojczyzno moja"": Tadeusz Nyczek. Tł. Maria Krukowska. Reż. Bogdan Hussakowski. I, 24 II 1992, 155'",,Bankiet w Blitwie,,I,"[{'data': '24 II 1992', 'czas_min': 155}]"
161902,1992,231,Spektakle fabularne TV,Wyprzedaż bajek,,,,,,"Reż. Barbara Borys-Damięcka. I, 23 II 1992, 40'",,Wyprzedaż bajek,,I,"[{'data': '23 II 1992', 'czas_min': 40}]"
161904,1992,231,Spektakle fabularne TV,Zegarek,,,,,,"Reż. Jerzy Antczak. I, 17 II 1992, 55'",,Zegarek,,I,"[{'data': '17 II 1992', 'czas_min': 55}]"
161908,1992,231,Spektakle fabularne TV,Zbrodnia i kara,,,,,,"Tł. Czesław Jastrzębiec-Kozłowski. Adapt. i reż. Andrzej Wajda. I, 15 II 1992, 130'",,Zbrodnia i kara,,I,"[{'data': '15 II 1992', 'czas_min': 130}]"
161913,1992,231,Spektakle fabularne TV,Turlajgroszek,,,,,,"Reż. Piotr Tomaszuk. II, 13 II 1992, 65'",,Turlajgroszek,,II,"[{'data': '13 II 1992', 'czas_min': 65}]"
161923,1992,231,Spektakle fabularne TV,Próba,,,,,,"Tł. i reż. Jerzy Sztwiertnia. I, 10 II 1992, 75'",,Próba,,I,"[{'data': '10 II 1992', 'czas_min': 75}]"
161925,1992,231,Spektakle fabularne TV,"Iwona, księżniczka Burgunda",,,,,,"Reż. Jerzy Stuhr. I, 3 II 1992, 125'",,"Iwona, księżniczka Burgunda",,I,"[{'data': '3 II 1992', 'czas_min': 125}]"
162149,1992,231,Spektakle fabularne TV,Proces,,,,,,"Tł. Bruno Schulz. Adapt. i reż. Agnieszka Holland, Laco Adamik. I, 1 II 1992, 120'",,Proces,,I,"[{'data': '1 II 1992', 'czas_min': 120}]"
162150,1992,231,Spektakle fabularne TV,Demokracja,,,,,,"Tł. Barbara Śniadower, Lucjan Śniadower. Reż. Feliks Falk. II, 30 I 1992, 45'",,Demokracja,,II,"[{'data': '30 I 1992', 'czas_min': 45}]"
162154,1992,231,Spektakle fabularne TV,Hamlet,,,,,,"Tł. Stanisław Barańczak. Reż. Andrzej Wajda. I, 27 I 1992, 154'",,Hamlet,,I,"[{'data': '27 I 1992', 'czas_min': 154}]"
162155,1992,231,Spektakle fabularne TV,Opowieść o królu Wysp Hebanowych,,,,,,"Reż. Tadeusz Kwinta. I, 26 I 1992, 60'",,Opowieść o królu Wysp Hebanowych,,I,"[{'data': '26 I 1992', 'czas_min': 60}]"
162156,1992,231,Spektakle fabularne TV,Powrót Pana Cogito,,,,,,"Reż. Zbigniew Zapasiewicz. II, 23 I 1992, 65'",,Powrót Pana Cogito,,II,"[{'data': '23 I 1992', 'czas_min': 65}]"
162157,1992,231,Spektakle fabularne TV,Scena rodzinna,,,,,,"Reż. Edward Dziewoński. I, 20 I 1992, 55'",,Scena rodzinna,,I,"[{'data': '20 I 1992', 'czas_min': 55}]"
162159,1992,231,Spektakle fabularne TV,Życie jest snem,,,,,,"Tł. i adapt. Jarosław Marek Rymkiewicz. Reż. Jerzy Jarocki. I, 18 I 1992, 125'",,Życie jest snem,,I,"[{'data': '18 I 1992', 'czas_min': 125}]"
162161,1992,231,Spektakle fabularne TV,Pornografia,,,,,,"Reż. Andrzej Pawłowski. II, 2 I 1992, 120'",,Pornografia,,II,"[{'data': '2 I 1992', 'czas_min': 120}]"
162164,1992,231,Spektakle fabularne TV,Gra o brzasku,,,,,,"Tł. Tadeusz Jętkiewicz. Reż. i adapt. Jan Buchwald. I, 12 I 1992, 110'",,Gra o brzasku,,I,"[{'data': '12 I 1992', 'czas_min': 110}]"
162165,1992,231,Spektakle fabularne TV,Pirlim-Pem,,,,,,"Reż. Zofia Miklińska. I, 12 I 1992, 35'",,Pirlim-Pem,,I,"[{'data': '12 I 1992', 'czas_min': 35}]"
162166,1992,231,Spektakle fabularne TV,Marzyciele,,,,,,"Tł. Maria Kurecka. Reż. Krystian Lupa. II 9 I 1992, 150'",,Marzyciele,,,"[{'data': '9 I 1992', 'czas_min': 150}]"
162167,1992,231,Spektakle fabularne TV,Tango,,,,,,"Reż. Piotr Szulkin. I, 6 I 1992, 99'",,Tango,,I,"[{'data': '6 I 1992', 'czas_min': 99}]"
162169,1992,231,Spektakle fabularne TV,ZUN,,,,,,"Reż. aut. II, 9 IX 1992, 50'",,ZUN,,II,"[{'data': '9 IX 1992', 'czas_min': 50}]"
162171,1992,231,Spektakle fabularne TV,Anatomia morderstwa,,,,,,"Cz. 1-2. Tł. Kazimierz Piotrowski. Reż. Janusz Majewski. II, 3 XII 1992, 60'; 10 XI 1992, 80'",,Anatomia morderstwa,,II,"[{'data': '3 XII 1992', 'czas_min': 60}, {'data': '10 XI 1992', 'czas_min': 80}]"
162172,1992,231,Spektakle fabularne TV,W życiu jak w teatrze,,,,,,"Cz. 1-12. Sc. i reż. Barbara Borys-Damięcka. I, 3, 10, 17, 24, 31 X, 7, 14, 28 XI, 5, 12, 19, 26 XII 1992 [każda cz. ok. 30']",,W życiu jak w teatrze,,I,"[{'data': '26 XII 1992', 'czas_min': 30}]"
162173,1992,231,Spektakle fabularne TV,Kabaret Olgi Lipińskiej,,,,,,"I, 8 III 1992, 60'; 14 VI 1992, 60'; 22 XI 1992, 45'",,Kabaret Olgi Lipińskiej,,I,"[{'data': '8 III 1992', 'czas_min': 60}, {'data': '14 VI 1992', 'czas_min': 60}, {'data': '22 XI 1992', 'czas_min': 45}]"
194647,1992,231,Spektakle fabularne TV,Władca czasu,,,,,,"Reż. Włodzimierz Pawlak. I, 28 VI 1992, 45'",,Władca czasu,,I,"[{'data': '28 VI 1992', 'czas_min': 45}]"
200980,1992,231,Spektakle fabularne TV,W małym domku,,,,,,"Reż. Andrzej Łapicki. I, 21 XII 1992, 105'",,W małym domku,,I,"[{'data': '21 XII 1992', 'czas_min': 105}]"
200983,1992,231,Spektakle fabularne TV,Panna Julia,,,,,,"Tł. Zygmunt Łanowski. Reż. Bohdan Korzeniewski. I, 26 IX 1992, 90'",,Panna Julia,,I,"[{'data': '26 IX 1992', 'czas_min': 90}]"
200985,1992,231,Spektakle fabularne TV,Miłości George'a Washingtona,,,,,,Reż. Henryk Kluba. W real.,,Miłości George'a Washingtona,,,[]
200987,1992,231,Spektakle fabularne TV,"Apologia Orfeusza, śpiewaka i diabła. Rozmowa z diadłem doktora Lutra. Stenogram z metafizycznej konferencji. Wielkie kazanie księdza Bernarda.",,,,,,"Adapt. pt. ""Rozmowa z diabłem"" i reż. Andrzej Bednarek. II, 28 X 1992, 70'",,"Apologia Orfeusza, śpiewaka i diabła. Rozmowa z diadłem doktora Lutra. Stenogram z metafizycznej konferencji. Wielkie kazanie księdza Bernarda.",,II,"[{'data': '28 X 1992', 'czas_min': 70}]"
200993,1992,231,Spektakle fabularne TV,Drobne przyjemności,,,,,,Tł. Małgorzata Semil. Reż. Marcin Sławiński. [Emisja w 1993],,Drobne przyjemności,,,[]
201000,1992,231,Spektakle fabularne TV,Pod wulkanem,,,,,,Reż. Andrzej Pawłowski. W real.,,Pod wulkanem,,,[]
201016,1992,231,Spektakle fabularne TV,Trzy siostry,,,,,,"Tł. Bronisław Dąbrowski. Reż. Aleksander Bardini. I, 11 IV 1992, 135'",,Trzy siostry,,I,"[{'data': '11 IV 1992', 'czas_min': 135}]"
214388,1993,231,Spektakle fabularne TV,Tajemnica jeziora,,,,,,"Cz. 1-2. Tł. Adam Kaska. Reż. Mariusz Malinowski. II, 11 II 1993; 75', 18 II 1993, 60'",,Tajemnica jeziora,,II,"[{'data': '11 II 1993', 'czas_min': 75}, {'data': '18 II 1993', 'czas_min': 60}]"
214389,1993,231,Spektakle fabularne TV,Arszenik i stare koronki,,,,,,"Tł. Antoni Marianowicz, Janusz Minkiewicz. Reż. Maciej Englert. II, 7 I 1993, 70'",,Arszenik i stare koronki,,II,"[{'data': '7 I 1993', 'czas_min': 70}]"
214390,1993,231,Spektakle fabularne TV,Pod dębami,,,,,,"Reż. Maciej Englert. II, 27 I 1993, 60'",,Pod dębami,,II,"[{'data': '27 I 1993', 'czas_min': 60}]"
214392,1993,231,Spektakle fabularne TV,Król i sroka,,,,,,"Reż. Andrzej Maj. I, 24 I 1993, 70'",,Król i sroka,,I,"[{'data': '24 I 1993', 'czas_min': 70}]"
214393,1993,231,Spektakle fabularne TV,Ptak,,,,,,"Reż. Marek Gracz. I, 23 I 1993, 75'",,Ptak,,I,"[{'data': '23 I 1993', 'czas_min': 75}]"
214395,1993,231,Spektakle fabularne TV,Kochanek,,,,,,"Tł. Bolesław Taborski. Reż. Robert Gliński. I, 18 I 1993, 46'",,Kochanek,,I,"[{'data': '18 I 1993', 'czas_min': 46}]"
214396,1993,231,Spektakle fabularne TV,Staś,,,,,,"Reż. Gustaw Holoubek. I, 11 I 1993, 40'",,Staś,,I,"[{'data': '11 I 1993', 'czas_min': 40}]"
214397,1993,231,Spektakle fabularne TV,Gry salonowe,,,,,,"Reż. Anna Minkiewicz. I, 9 I 1993, 55'",,Gry salonowe,,I,"[{'data': '9 I 1993', 'czas_min': 55}]"
214398,1993,231,Spektakle fabularne TV,Blisko serca,,,,,,"Tł. Michał Ronikier. Adapt. i reż. Ryszard Bugajski. II, 28 I 1993, 60'",,Blisko serca,,II,"[{'data': '28 I 1993', 'czas_min': 60}]"
214399,1993,231,Spektakle fabularne TV,Kurs mistrzowski,,,,,,"Tł. Elżbieta Jasińska. Reż. Tadeusz Junak. II, 3 II 1993, 66'",,Kurs mistrzowski,,II,"[{'data': '3 II 1993', 'czas_min': 66}]"
214400,1993,231,Spektakle fabularne TV,Niespodzianka,,,,,,"Reż. Jan Świderski. I, 1 II 1993, 95'",,Niespodzianka,,I,"[{'data': '1 II 1993', 'czas_min': 95}]"
214401,1993,231,Spektakle fabularne TV,Zawsze poezja ze mną,,,,,,"Reż. Stefan Szlachtycz. I, 31 I 1993, 45'",,Zawsze poezja ze mną,,I,"[{'data': '31 I 1993', 'czas_min': 45}]"
214402,1993,231,Spektakle fabularne TV,Igraszki z diabłem,,,,,,"Tł. Zdzisław Hierowski. Reż. Tadeusz Lis. I, 30 I 1993, 95'",,Igraszki z diabłem,,I,"[{'data': '30 I 1993', 'czas_min': 95}]"
214406,1993,231,Spektakle fabularne TV,Burzliwe życie Lejzorka Rojtszwańca,,,,,,"Tł. Maria Popowska. Reż. Wojciech Ziętarski. II, 7 II 1993, 75'",,Burzliwe życie Lejzorka Rojtszwańca,,II,"[{'data': '7 II 1993', 'czas_min': 75}]"
214408,1993,231,Spektakle fabularne TV,Sammy,,,,,,"Tł. E. Sidorowicz. Reż. Jerzy Gruza. I, 13 II 1993, 65'",,Sammy,,I,"[{'data': '13 II 1993', 'czas_min': 65}]"
214409,1993,231,Spektakle fabularne TV,Ustępliwy kochanek,,,,,,"Tł. Andrzej Nowak, Krystyna Tarnowska. Reż. Janusz Majewski. I, 8 II 1993, 90'",,Ustępliwy kochanek,,I,"[{'data': '8 II 1993', 'czas_min': 90}]"
214410,1993,231,Spektakle fabularne TV,Powrót do domu,,,,,,"Tł. Adam Tarn. Reż. Jan Buchwald. II, 10 II 1993, 120'",,Powrót do domu,,II,"[{'data': '10 II 1993', 'czas_min': 120}]"
214412,1993,231,Spektakle fabularne TV,Koziołek Matołek,,,,,,"Adapt. i reż. Zdzisław Rej. I, 14 II 1993, 50'",,Koziołek Matołek,,I,"[{'data': '14 II 1993', 'czas_min': 50}]"
214414,1993,231,Spektakle fabularne TV,Zbrodnia i kara,,,,,,"Adapt. pt. ""Dunia"" i reż.: Leszek Wosiewicz. Tł. Czesław Jastrzębiec-Kozłowski. I, 15 II 1993, 122'",,Zbrodnia i kara,,I,"[{'data': '15 II 1993', 'czas_min': 122}]"
214416,1993,231,Spektakle fabularne TV,Dwie głowy ptaka,,,,,,"Reż. Wojciech Wójcik. I, 22 II 1993, 110'",,Dwie głowy ptaka,,I,"[{'data': '22 II 1993', 'czas_min': 110}]"
214419,1993,231,Spektakle fabularne TV,Bestseller,,,,,,"Reż. Marek Gracz. II, 26 II 1993, 95'",,Bestseller,,II,"[{'data': '26 II 1993', 'czas_min': 95}]"
214421,1993,231,Spektakle fabularne TV,Martwe dusze,,,,,,"Adapt. pt. ""Obywatel Cz. w podróży"". Sc. Wojciech Jankowiak, Marta Hubka. Tł. Władysław Broniewski. Reż. Ewa Markowska. II, 24 II 1993, 65'",,Martwe dusze,,II,"[{'data': '24 II 1993', 'czas_min': 65}]"
214422,1993,231,Spektakle fabularne TV,Najzwyklejszy cud,,,,,,"Reż. Igor Mołodecki. I, 28 II 1993, 50'",,Najzwyklejszy cud,,I,"[{'data': '28 II 1993', 'czas_min': 50}]"
214424,1993,231,Spektakle fabularne TV,Mała syrena,,,,,,"Tł. Stefania Beylin. Reż. Andrzej Maj. I, 21 II 1993, 52'",,Mała syrena,,I,"[{'data': '21 II 1993', 'czas_min': 52}]"
227267,1993,231,Spektakle fabularne TV,Wspaniałe życie,,,,,,"Tł. Barbara Grzegorzewska. Reż. Ireneusz Englert. I, 24 VII 1993, 80'",,Wspaniałe życie,,I,"[{'data': '24 VII 1993', 'czas_min': 80}]"
227269,1993,231,Spektakle fabularne TV,Chwila sławy,,,,,,"Tł. Elżbieta Jasińska. Reż. Ireneusz Engler. I, 1 XI 1993, 75'",,Chwila sławy,,I,"[{'data': '1 XI 1993', 'czas_min': 75}]"
227272,1993,231,Spektakle fabularne TV,Biografioły. Satyryczne wiersze o ludziach z kręgu polityki i kultury,,,,,,"Oprac. Andrzej Maj. II, 4 IV 1993, 39'",,Biografioły. Satyryczne wiersze o ludziach z kręgu polityki i kultury,,II,"[{'data': '4 IV 1993', 'czas_min': 39}]"
227273,1993,231,Spektakle fabularne TV,Świątynia,,,,,,"I, 26 IV 1993, 15'",,Świątynia,,I,"[{'data': '26 IV 1993', 'czas_min': 15}]"
227274,1993,231,Spektakle fabularne TV,"Cud mniemany, czyli Krakowiacy i Górale",,,,,,"Reż. Krzysztof Kolberger. I, 3 V 1993, 160'",,"Cud mniemany, czyli Krakowiacy i Górale",,I,"[{'data': '3 V 1993', 'czas_min': 160}]"
227275,1993,231,Spektakle fabularne TV,Rachunek błędów,,,,,,"Reż. Andrzej Chrzanowski. I, 11 V 1993, 67'",,Rachunek błędów,,I,"[{'data': '11 V 1993', 'czas_min': 67}]"
227276,1993,231,Spektakle fabularne TV,W pobliżu Koenigsallee,,,,,,"Reż. Jerzy Sztwiertnia. I, 17 V 1993, 95'",,W pobliżu Koenigsallee,,I,"[{'data': '17 V 1993', 'czas_min': 95}]"
227277,1993,231,Spektakle fabularne TV,Niedaleko Koenigsallee,,,,,,"Reż. Jerzy Sztwiertnia. I, 1 VI 1993, 65'",,Niedaleko Koenigsallee,,I,"[{'data': '1 VI 1993', 'czas_min': 65}]"
227278,1993,231,Spektakle fabularne TV,Mahagonny,,,,,,"Tł. Jacek St. Buras. adapt. Jacek St. Buras, Krzysztof Zaleski. Reż. Krzysztof Zaleski. I, 22 VI 1993, 106'",,Mahagonny,,I,"[{'data': '22 VI 1993', 'czas_min': 106}]"
227279,1993,231,Spektakle fabularne TV,Stary portfel,,,,,,"Reż. Kazimierz Kutz. I, 24 VIII 1993, 85'",,Stary portfel,,I,"[{'data': '24 VIII 1993', 'czas_min': 85}]"
227280,1993,231,Spektakle fabularne TV,"O Cyganie, siostrze ptaków i czarnoksiężniku",,,,,,"Reż. Tomasz Drozdowicz. I, 12 IX 1993, 55'",,"O Cyganie, siostrze ptaków i czarnoksiężniku",,I,"[{'data': '12 IX 1993', 'czas_min': 55}]"
227283,1993,231,Spektakle fabularne TV,Komediant,,,,,,"Tł. Jacek St. Buras. Reż. Maciej Wojtyszko. II, 7 X 1993, 89'",,Komediant,,II,"[{'data': '7 X 1993', 'czas_min': 89}]"
227285,1993,231,Spektakle fabularne TV,"Molier, czyli zmowa świętoszków",,,,,,"Tł. Jerzy Pomianowski. Reż. Maciej Wojtyszko. I, 16 X 1993, 115'",,"Molier, czyli zmowa świętoszków",,I,"[{'data': '16 X 1993', 'czas_min': 115}]"
227286,1993,231,Spektakle fabularne TV,Poza miastem,,,,,,"Tł. Maria Zborowska. Reż. Wojciech Solarz. I, 4 XI 1993, 102'",,Poza miastem,,I,"[{'data': '4 XI 1993', 'czas_min': 102}]"
227287,1993,231,Spektakle fabularne TV,Brzechwa - dzieciom,,,,,,"Reż. Maciej Wojtyszko. I, 5 XII 1993, 60'",,Brzechwa - dzieciom,,I,"[{'data': '5 XII 1993', 'czas_min': 60}]"
227288,1993,231,Spektakle fabularne TV,Cabaret Voltaire - seans dadaistyczno-futurystyczny,,,,,,"Sc. i reż. Andrzej Dziuk. II, 10 III 1993, 70'",,Cabaret Voltaire - seans dadaistyczno-futurystyczny,,II,"[{'data': '10 III 1993', 'czas_min': 70}]"
227289,1993,231,Spektakle fabularne TV,Długie pożegnanie,,,,,,"Cz. 1-2. Tł. Krzysztof Klinger.  Reż. Stefan Szlachtycz. II, 23 IV 1993, 72'; 30 IV 1993, 114'",,Długie pożegnanie,,II,"[{'data': '23 IV 1993', 'czas_min': 72}, {'data': '30 IV 1993', 'czas_min': 114}]"
227291,1993,231,Spektakle fabularne TV,Księga Krzysztofa Kolumba,,,,,,"Tł. Julian Papuziński. Reż. Ryszard Maciej Nyczka, Wojciech Starostecki. II, 2 VI 1993, 73'",,Księga Krzysztofa Kolumba,,II,"[{'data': '2 VI 1993', 'czas_min': 73}]"
227292,1993,231,Spektakle fabularne TV,Bajka o Klimku,,,,,,"Reż. Ewa Vogtman-Budny. I, 10 VI 1993, 50'",,Bajka o Klimku,,I,"[{'data': '10 VI 1993', 'czas_min': 50}]"
