ZA_ZAPIS_ID,ZA_RO_ROK,ZA_DZ_DZIAL1_ID,DZ_NAZWA,ZA_TYTUL,ZA_TYTUL_CALOSCI,ZA_TE_TEATR_ID,TE_NAZWA,ZA_OPIS_WSPOLTWORCOW,ZA_NAZWA_ADAPT_DZIELA,ZA_OPIS_ADAPT_DZIELA,ZA_ADNOTACJE,tytul_clean,data_premiery,uwagi
465499,1998,449,"Teatry od 1945 r. (omówienia, repertuar)",Zemsta. Prem. 1998,,894,Teatr Polski**,Reż. Andrzej Łapicki,,,,Zemsta,1998.0,
465500,1998,449,"Teatry od 1945 r. (omówienia, repertuar)",Sen nocy letniej. Prem. 1998,,894,Teatr Polski**,Tł. Konstanty Ildefons Gałczyński. Reż. Jarosław Kilian,,,,Sen nocy letniej,1998.0,
465502,1998,449,"Teatry od 1945 r. (omówienia, repertuar)",Wizyta starszej pani. Prem. 1998,,894,Teatr Polski**,Tł. Irena i Egon Naganowscy. Reż. Zdzisław Wardejn,,,,Wizyta starszej pani,1998.0,
465503,1998,449,"Teatry od 1945 r. (omówienia, repertuar)",Odrobina mężczyzny. Prem. 1998,,894,Teatr Polski**,Wykonanie: Wiesław Michnikowski,,"wieczór kabaretowy Wiesława Michnikowskiego, teksty aut.: Jerzy Jurandot, Wojciech Młynarski, Jeremi Przybora, Stanisław Tym, Mariusz Załucki",,Odrobina mężczyzny,1998.0,
465504,1998,449,"Teatry od 1945 r. (omówienia, repertuar)",Sędziowie. Prem. 1998,,894,Teatr Polski**,Reż. Paweł Łysak,,,,Sędziowie,1998.0,
465506,1998,449,"Teatry od 1945 r. (omówienia, repertuar)",Trzy siostry. Prem. 1998,,895,Teatr Powszechny im. Z. Huebnera (do 1989: Teatr Powszechny),tł. Artur Sandauer; reż. Agnieszka Glińska,,,,Trzy siostry,1998.0,
465508,1998,449,"Teatry od 1945 r. (omówienia, repertuar)",Żelazna konstrukcja. Prem. 1998,,895,Teatr Powszechny im. Z. Huebnera (do 1989: Teatr Powszechny),reż. Maciej Wojtyszko,,,,Żelazna konstrukcja,1998.0,
465509,1998,449,"Teatry od 1945 r. (omówienia, repertuar)",Zdobycie Bieguna Południowego. Prem. 1998,,895,Teatr Powszechny im. Z. Huebnera (do 1989: Teatr Powszechny),tł. Andrzej Kopacki; reż. Cezary Morawski,,,,Zdobycie Bieguna Południowego,1998.0,
465515,1998,449,"Teatry od 1945 r. (omówienia, repertuar)",Molly Sweeney. Prem. 1998,,895,Teatr Powszechny im. Z. Huebnera (do 1989: Teatr Powszechny),tł. Małgorzata Semil; reż. Piotr Mikucki,,,,Molly Sweeney,1998.0,
465516,1998,449,"Teatry od 1945 r. (omówienia, repertuar)",Niedoczyste. Prem. 1998,,895,Teatr Powszechny im. Z. Huebnera (do 1989: Teatr Powszechny),Układ tekstu i reż.: Jarosław Gajewski,,według Stanisława Ignacego Witkiewicza,,Niedoczyste,1998.0,
465518,1998,449,"Teatry od 1945 r. (omówienia, repertuar)",Dell'amore. Prem. 1998,,900,"Teatr ""Rampa"" na Targówku",Adapt. Tadeusz Woźniak. Reż. Krzysztof Majchrzak,,"według ""Wrzosów"" Emila Zegadłowicza",,Dell'amore,1998.0,
465519,1998,449,"Teatry od 1945 r. (omówienia, repertuar)","Krótkie jest życie, krótkie... czyli kabaret Oberitów. Prem. 1998",,900,"Teatr ""Rampa"" na Targówku","Tł. Andrzej Ozga, Marek Bartkowicz, Arkadiusz Jakubik. Sc., reż. Arkadiusz Jakubik",,,,"Krótkie jest życie, krótkie... czyli kabaret Oberitów",1998.0,
465522,1998,449,"Teatry od 1945 r. (omówienia, repertuar)",Księżniczka elfów. Prem. 1998,,901,"TR Warszawa (do 2003: Teatr ""Rozmaitości"")",Sc. i reż.: Sławomir Krawczyński,,,,Księżniczka elfów,1998.0,
465524,1998,449,"Teatry od 1945 r. (omówienia, repertuar)",Dog. Prem. 1998,,901,"TR Warszawa (do 2003: Teatr ""Rozmaitości"")",reż. Bożena Suchocka-Kozakiewicz,,,,Dog,1998.0,
465525,1998,449,"Teatry od 1945 r. (omówienia, repertuar)",Skóra węża. Prem. 1998,,901,"TR Warszawa (do 2003: Teatr ""Rozmaitości"")",Tł. Dorota Jovanka Cirlić. Reż Piotr Cieplak,,,,Skóra węża,1998.0,
465527,1998,449,"Teatry od 1945 r. (omówienia, repertuar)",Kto się boi Virginii Woolf? Prem. 1998,,902,"Scena ""Prezentacje""",Tł. Krystyna Jurasz-Dąbska. Reż. Zdzisław Wardejn,,,,Kto się boi Virginii Woolf? Prem. 1998,1998.0,rok niepewny
465528,1998,449,"Teatry od 1945 r. (omówienia, repertuar)",Flora... Floryna... Florencja... Florentyna. Prem. 1998,,902,"Scena ""Prezentacje""",tł. Katarzyna Skawina; reż. Romuald Szejd,,,,Flora... Floryna... Florencja... Florentyna,1998.0,
465529,1998,449,"Teatry od 1945 r. (omówienia, repertuar)",Była kobietą mojego życia. Prem. 1998,,902,"Scena ""Prezentacje""",tł. Katarzyna Skawina; reż. Romuald Szejd,,,,Była kobietą mojego życia,1998.0,
465530,1998,449,"Teatry od 1945 r. (omówienia, repertuar)",Antygona. Prem. 1998,,6454,Teatr Studio,"Tł. Antoni Libera, Janusz Szpotański. Reż. Zbigniew Brzoza",,wg Sofoklesa,,Antygona,1998.0,
465566,1997,449,"Teatry od 1945 r. (omówienia, repertuar)",Czas odwiedzin. Prem. 1997,,6494,Inne. Tarnów,Reż. Robert Kuźniar,,Spektakl wystawiony przez grupę aktorów w Tarnowie,,Czas odwiedzin,1997.0,
465588,1997,449,"Teatry od 1945 r. (omówienia, repertuar)",Lokomotywa. Prem. 1997,,883,Tarnowski Teatr im. L. Solskiego,Sc. i reż.: Mariusz Szaforz,,"Scenariusz na podstawie tekstów Jana Brzechwy, Konstanteg Ildefonsa Gałczynskiego, Marii Konopnickiej i Juliana Tuwima",,Lokomotywa,1997.0,
465795,1998,449,"Teatry od 1945 r. (omówienia, repertuar)",Nareszcie koniec. Prem. 1998,,6454,Teatr Studio,tł. Aleksander Berlin; reż. Zbigniew Brzoza,,,,Nareszcie koniec,1998.0,
465796,1998,449,"Teatry od 1945 r. (omówienia, repertuar)",Bam. Prem. 1998,,6454,Teatr Studio,Tł. Jan Gondowicz. Sc. i reż. Oskaras Korsunovas,,"wg ""Elżbiety Bam"" i innych utworów Daniela Charmsa",,Bam,1998.0,
465797,1998,449,"Teatry od 1945 r. (omówienia, repertuar)",Biedny bb. Prem. 1998,,903,"Teatr ""Syrena""","tł. W. Broniewski, J. Buras, M. Hemar, T. Holleneder, A. Jarecki, E. Misiołek, E. Bryll, R.M. Groński, W. Wirpsza, E. Życieńska, J. Pomianowski, R. Szydłowski, S. J. Lec, A. M. Swinarski, B. Witek-Swinarska; reż. Lena Szurmiej",,,,Biedny bb,1998.0,
465798,1998,449,"Teatry od 1945 r. (omówienia, repertuar)",Wieczór kawalerski. Prem. 1998,,903,"Teatr ""Syrena""",Tł. Elżbieta Woźniak. Reż. Cezary Morawski,,,,Wieczór kawalerski,1998.0,
465799,1998,449,"Teatry od 1945 r. (omówienia, repertuar)",Nasze Miasto. Prem. 1998,,904,Teatr Współczesny*,tł. Julia Rylska; reż. Maciej Englert,,,,Nasze Miasto,1998.0,
465800,1998,449,"Teatry od 1945 r. (omówienia, repertuar)",I stał się cud. Prem 1998,,905,Teatr Żydowski im. Estery Rachel i Idy Kamińskich,Reż. Szymon Szurmiej,,widowisko muzyczne w II częściach,,I stał się cud,1998.0,
465801,1998,449,"Teatry od 1945 r. (omówienia, repertuar)",Dzielny ołowiany żołnierzyk. Prem. 1998,,906,"Teatr Lalek ""Guliwer""",reż. Włodzimierz Fełenczak; oprac. tekstu Henryk Lothar,,,,Dzielny ołowiany żołnierzyk,1998.0,
465802,1998,449,"Teatry od 1945 r. (omówienia, repertuar)","Ja, Koziołek Matołek. Prem. 1998",,906,"Teatr Lalek ""Guliwer""",reż. Bogdan Wąsiel,,teksty piosenek  Bogdan Wąsiel,,"Ja, Koziołek Matołek",1998.0,
465803,1998,449,"Teatry od 1945 r. (omówienia, repertuar)",O trzech weteranach. Prem. 1998,,926,"Teatr ""Lalka""",tł. Urszula Janus; reż. Marian Pecko,,według Jana Wericha; teksty piosenek Wojciech Szelachowski,,O trzech weteranach,1998.0,
465804,1998,449,"Teatry od 1945 r. (omówienia, repertuar)",Pamiętaj o mnie. Prem. 1998,,926,"Teatr ""Lalka""",Sc. i reż. Mikołaj Malesza,,,,Pamiętaj o mnie,1998.0,
465805,1998,449,"Teatry od 1945 r. (omówienia, repertuar)",Sztuka. Prem. 1998,,382,Teatr Polski,"tł. Barbara Grzegorzewska, reż. Paweł Miśkiewicz",,,,Sztuka,1998.0,
465806,1998,449,"Teatry od 1945 r. (omówienia, repertuar)",Nasz człowiek. Prem. 1998,,382,Teatr Polski,tł. Anna Wasilewska; reż. Jan Englert,,,,Nasz człowiek,1998.0,
465807,1998,449,"Teatry od 1945 r. (omówienia, repertuar)",Joko świętuje rocznicę. Prem. 1998,,907,Teatr Współczesny im. E. Wiercińskiego,tł. Ewa Kuczkowska; reż. Krzysztof Galos,,,,Joko świętuje rocznicę,1998.0,
465808,1998,449,"Teatry od 1945 r. (omówienia, repertuar)",Kordian. Prem. 1998,,907,Teatr Współczesny im. E. Wiercińskiego,"insc., reż. Jarosław Ostaszkiewicz",,,,Kordian,1998.0,
466215,1998,449,"Teatry od 1945 r. (omówienia, repertuar)",Karol. Prem. 1998,,907,Teatr Współczesny im. E. Wiercińskiego,,,,,Karol,1998.0,
466216,1998,449,"Teatry od 1945 r. (omówienia, repertuar)",Trzy wysokie kobiety. Prem. 1998,,907,Teatr Współczesny im. E. Wiercińskiego,tł. Małgorzata Semil; reż. Marjorie Hayes,,,,Trzy wysokie kobiety,1998.0,
466217,1998,449,"Teatry od 1945 r. (omówienia, repertuar)",Świadkowie albo nasza mała stabilizacja. Prem. 1998,,907,Teatr Współczesny im. E. Wiercińskiego,reż. Jan Różewicz,,,,Świadkowie albo nasza mała stabilizacja,1998.0,
466218,1998,449,"Teatry od 1945 r. (omówienia, repertuar)",Kubuś Puchatek. Prem. 1998,,927,Wrocławski Teatr Lalek,"tł. Irena Tuwim; adapt., reż., scen. Aleksander Maksymiak",,,,Kubuś Puchatek,1998.0,
466219,1998,449,"Teatry od 1945 r. (omówienia, repertuar)",Prometeusz. Prem. 1998,,927,Wrocławski Teatr Lalek,"tł. Grażyna Krzyńska; adapt., reż. Wiesław Hejno",,,,Prometeusz,1998.0,
466220,1998,449,"Teatry od 1945 r. (omówienia, repertuar)",[Sto dwadzieścia] 120 przygód Koziołka Matołka. Prem. 1998,,101,Teatr Nowy im. G. Morcinka,"Adapt., teksty piosenek, reż. Konrad Lesisz",,,,[Sto dwadzieścia] 120 przygód Koziołka Matołka,1998.0,
466221,1998,449,"Teatry od 1945 r. (omówienia, repertuar)",Kubuś Fatalista i jego pan. Prem. 1998,,101,Teatr Nowy im. G. Morcinka,tł. Tadeusz Boy-Żeleński; adapt. Andrzej Pawłowski; reż. Jan Prochyra,,teksty piosenek Wojciech Młynarski,,Kubuś Fatalista i jego pan,1998.0,
466222,1998,449,"Teatry od 1945 r. (omówienia, repertuar)",Tragedia szkocka. Prem. 1998,,911,Teatr im. S.I. Witkiewicza,"Tł. Jerzy Stanisław Sito. Reż., oprac. tekstu Bartłomiej Wyszomirski",,wg Makbeta Williama Szekspira,,Tragedia szkocka,1998.0,
466223,1998,449,"Teatry od 1945 r. (omówienia, repertuar)",Kafka. Prem. 1998,,911,Teatr im. S.I. Witkiewicza,"Tł. Juliusz Kydryński, Roman Karst, Alfred Kowalkowski, Irena Krońska. Sc., reż. Andrzej Dziuk",,"według ""Makbeta"" Williama Szekspira",,Kafka,1998.0,
466355,1998,449,"Teatry od 1945 r. (omówienia, repertuar)",Wujaszek Wania. Prem. 1998,,921,Scena Lalkowa Lubuskiego Teatru im. L. Kruczkowskiego,tł. Artur Sandauer; reż. Linas Marijus Zaikauskas,,,,Wujaszek Wania,1998.0,
466356,1998,449,"Teatry od 1945 r. (omówienia, repertuar)",Pilot morski w tarapatach. Prem. 1998,,1469,Lubuski Teatr im. L. Kruczkowskiego,"tł. Ewa Gruszczyńska, Zygmunt Łanowski; reż. Piotr Bogusław Jędrzejczak",,scenariusz na motywach Pilota morskiego w tarapatach i Gry snów,,Pilot morski w tarapatach,1998.0,
466357,1998,449,"Teatry od 1945 r. (omówienia, repertuar)",Podróże Koziołka Matołka. Prem. 1998,,1469,Lubuski Teatr im. L. Kruczkowskiego,"adapt., reż. Arkadiusz Klucznik",,,,Podróże Koziołka Matołka,1998.0,
466358,1998,449,"Teatry od 1945 r. (omówienia, repertuar)",Nieduża miłość - piosenki Kabaretu Starszych Panów. Prem. 1998,,803,Teatr Dzieci Zagłębia im. Jana Dormana (do roku 1996: Teatr Dzieci Zagłębia),,,teksty: Jeremi Przybora,,Nieduża miłość - piosenki Kabaretu Starszych Panów,1998.0,
466359,1998,449,"Teatry od 1945 r. (omówienia, repertuar)",Śluby panieńskie. Prem. 1998,,803,Teatr Dzieci Zagłębia im. Jana Dormana (do roku 1996: Teatr Dzieci Zagłębia),Reż. Czesław Stopka. Współpr. reż.: Michał Rosiński,,,,Śluby panieńskie,1998.0,
466360,1998,449,"Teatry od 1945 r. (omówienia, repertuar)",Trzy wysokie kobiety. Prem. 1998,,21,Teatr Dramatyczny im. A. Węgierki,tł. Małgorzata Semil; reż. Jerzy Hutek,,,,Trzy wysokie kobiety,1998.0,
466361,1998,449,"Teatry od 1945 r. (omówienia, repertuar)",Przed świtem. Prem. 1998,,21,Teatr Dramatyczny im. A. Węgierki,Sc. i reż.: Jerzy Hutek,,,,Przed świtem,1998.0,
466362,1998,449,"Teatry od 1945 r. (omówienia, repertuar)",Krótki kurs wychowania seksualnego. Prem. 1998,,824,Białostocki Teatr Lalek,Sc. i reż.: Wojciech Szelachowski,,,,Krótki kurs wychowania seksualnego,1998.0,
466363,1998,449,"Teatry od 1945 r. (omówienia, repertuar)",Mały książę. Prem. 1998,,5065,Teatr Polski****,tł. Jan Szwykowski; reż. Tadeusz Kijański,,,,Mały książę,1998.0,
466364,1998,449,"Teatry od 1945 r. (omówienia, repertuar)",Moralność pani Dulskiej. Prem. 1998,,5065,Teatr Polski****,reż. Teresa Kotlarczyk,,,,Moralność pani Dulskiej,1998.0,
466365,1998,449,"Teatry od 1945 r. (omówienia, repertuar)",Motyle są wolne. Prem. 1998,,5065,Teatr Polski****,tł. Anna Frąckiewicz; reż. Anna Wójcikiewicz-Bukowska,,,,Motyle są wolne,1998.0,
466366,1998,449,"Teatry od 1945 r. (omówienia, repertuar)",Upiór. Prem. 1998,,5065,Teatr Polski****,"Tł. Seweryn Pollak. Wybór tekstów, tł., reż. Stanisław Nosowicz",,"według ""Dziadów"" Adama Mickiewicza i ""Borysa Godunowa Bohatera"" Aleksandra Puszkina",,Upiór,1998.0,
466367,1998,449,"Teatry od 1945 r. (omówienia, repertuar)",Cudaczek wyśmiewaczek. Prem. 1998,,827,"Teatr Lalek ""Banialuka"" im. Jerzego Zitzmana w Bielsku-Białej (d. Ośrodek Teatralny ""Banialuka"")","adapt., reż. Marek Luzar; współpr. Władysława Cader",,,,Cudaczek wyśmiewaczek,1998.0,
466368,1998,449,"Teatry od 1945 r. (omówienia, repertuar)",Bizdrygony i brykoce. Prem. 1998,,827,"Teatr Lalek ""Banialuka"" im. Jerzego Zitzmana w Bielsku-Białej (d. Ośrodek Teatralny ""Banialuka"")","Sc., reż. Lucyna Sypniewska",,,,Bizdrygony i brykoce,1998.0,
466369,1998,449,"Teatry od 1945 r. (omówienia, repertuar)",Szewc Kopytko i kaczor Kwak. Prem. 1998,,827,"Teatr Lalek ""Banialuka"" im. Jerzego Zitzmana w Bielsku-Białej (d. Ośrodek Teatralny ""Banialuka"")",adapt. Jan Wilkowski; reż. Lech Chojnacki,,,,Szewc Kopytko i kaczor Kwak,1998.0,
466370,1998,449,"Teatry od 1945 r. (omówienia, repertuar)","Bajka o księciu Pipo, koniu Pipo i księżniczce Popi. Prem. 1998",,827,"Teatr Lalek ""Banialuka"" im. Jerzego Zitzmana w Bielsku-Białej (d. Ośrodek Teatralny ""Banialuka"")",tł. Grażyna Szadkowska; adapt. Jan Wilkowski,,,,"Bajka o księciu Pipo, koniu Pipo i księżniczce Popi",1998.0,
466435,1998,449,"Teatry od 1945 r. (omówienia, repertuar)",Pastorałki. Prem. 1998,,827,"Teatr Lalek ""Banialuka"" im. Jerzego Zitzmana w Bielsku-Białej (d. Ośrodek Teatralny ""Banialuka"")",reż. Zespół,,,,Pastorałki,1998.0,
466436,1998,449,"Teatry od 1945 r. (omówienia, repertuar)",Wszystko w rodzinie. Prem. 1998,,42,Teatr Polski im. Hieronima Konieczki (do  2000: Teatr Polski),tł. Elżbieta Woźniak; reż. Wiesław Rudzki,,,,Wszystko w rodzinie,1998.0,
466437,1998,449,"Teatry od 1945 r. (omówienia, repertuar)",Dziady. Prem. 1998,,42,Teatr Polski im. Hieronima Konieczki (do  2000: Teatr Polski),Układ tekstu i reż. Andrzej Walden,,,,Dziady,1998.0,
466438,1998,449,"Teatry od 1945 r. (omówienia, repertuar)",Lot nad kukułczym gniazdem. Prem. 1998,,42,Teatr Polski im. Hieronima Konieczki (do  2000: Teatr Polski),"tł. Bronisław Zieliński, Tomasz Mirkowicz; reż. Wojciech Adamczyk",,wykorzystano fragmenty powieści Kena Keseya,,Lot nad kukułczym gniazdem,1998.0,
466439,1998,449,"Teatry od 1945 r. (omówienia, repertuar)",[Dwanaście] 12 scen z Hamletem. Prem. 1998,,43,Teatr Rozrywki,Oprac. tekstu: Piotr Kondrat. Reż. Maciej Ferlak,,,,[Dwanaście] 12 scen z Hamletem,1998.0,
466440,1998,449,"Teatry od 1945 r. (omówienia, repertuar)",Pan Tadeusz. Prem. 1998,,44,Teatr Dramatyczny im. A. Mickiewicza (do 1993: Państwowy Teatr Dramatyczny im. Adama Mickiewicza),"adapt., reż. Adam Hanuszkiewicz",,,,Pan Tadeusz,1998.0,
466441,1998,449,"Teatry od 1945 r. (omówienia, repertuar)",Nowe szaty króla. Prem. 1998,,44,Teatr Dramatyczny im. A. Mickiewicza (do 1993: Państwowy Teatr Dramatyczny im. Adama Mickiewicza),"adapt., piosenki, reż. Bonifacy Dymarczyk",,,,Nowe szaty króla,1998.0,
466442,1998,449,"Teatry od 1945 r. (omówienia, repertuar)",Mieszczanin szlachcicem. Prem. 1998,,45,Teatr im. A. Sewruka (do 2007: Teatr Dramatyczny),tł. Tadeusz Boy-Żeleński; oprac. tekstu i reż. Ryszard Major,,,,Mieszczanin szlachcicem,1998.0,
466443,1998,449,"Teatry od 1945 r. (omówienia, repertuar)",Czarna komedia. Prem. 1998,,45,Teatr im. A. Sewruka (do 2007: Teatr Dramatyczny),tł. Małgorzata Semil; reż Antoni Baniukiewicz,,,,Czarna komedia,1998.0,
466444,1998,449,"Teatry od 1945 r. (omówienia, repertuar)",Narkomanka. Prem. 1998,,45,Teatr im. A. Sewruka (do 2007: Teatr Dramatyczny),reż. Bartłomiej Wyszomirski,,teksty piosenek Edward Stachura,,Narkomanka,1998.0,
466445,1998,449,"Teatry od 1945 r. (omówienia, repertuar)",Pan Tadeusz. Prem. 1998,,45,Teatr im. A. Sewruka (do 2007: Teatr Dramatyczny),"oprac. tekstu, reż. Antoni Baniukiewicz",,,,Pan Tadeusz,1998.0,
466740,1995,449,"Teatry od 1945 r. (omówienia, repertuar)",Jezus rodzi się wśród nas. Prem. 1995,,6556,Inne. Falenica,Reż. Jacek Hubicki i Piotr Kochanowicz,,Spektakl wg wierszy Romana Brandstaettera i Erneta Brylla,,Jezus rodzi się wśród nas,1995.0,
466815,1998,449,"Teatry od 1945 r. (omówienia, repertuar)",Wynalazek miłości. Prem. 1998,,46,"Teatr ""Wybrzeże""",tł. Jerzy Limon; reż. Krzysztof Babicki,,,,Wynalazek miłości,1998.0,
466816,1998,449,"Teatry od 1945 r. (omówienia, repertuar)",Magiczny koncert. Obrazki z wystawy. Prem. 1998,,830,"Miejski Teatr  ""Miniatura"" (do 1998: Teatr Lalki i Aktora ""Miniatura"")","reż., scen., oprac. muz. Tomasz Brzeziński",,,,Magiczny koncert. Obrazki z wystawy,1998.0,
466817,1998,449,"Teatry od 1945 r. (omówienia, repertuar)",Antygona. Prem. 1998,,833,Teatr im. Aleksandra Fredry,"Tł., oprac. tekstu i reż.: Józef Jasielski",,,,Antygona,1998.0,
466818,1998,449,"Teatry od 1945 r. (omówienia, repertuar)",Trzewiczki szczęścia czyli lalki mistrza Henryka. Prem. 1998,,833,Teatr im. Aleksandra Fredry,reż. Tomasz Szymański,,,,Trzewiczki szczęścia czyli lalki mistrza Henryka,1998.0,
466819,1997,449,"Teatry od 1945 r. (omówienia, repertuar)",Agnes. Prem. 1997,,51,Teatr im. J. Osterwy,Tł. Barbara Grzegorzewska. Reż. Krzysztof Gordon,,,,Agnes,1997.0,
466820,1998,449,"Teatry od 1945 r. (omówienia, repertuar)","Pierścień i róża, czyli historia Lulejki i Bulby. Prem. 1998",,51,Teatr im. J. Osterwy,"tł. Zofia Rogoszówna; adapt., reż. Wiesław Górski",,,,"Pierścień i róża, czyli historia Lulejki i Bulby",1998.0,
466821,1998,449,"Teatry od 1945 r. (omówienia, repertuar)",Kaczo. Prem. 1998,,5794,Centrum Kultury Teatr,reż. Edward Żentara,,,,Kaczo,1998.0,
466822,1998,449,"Teatry od 1945 r. (omówienia, repertuar)",Kochanek. Prem. 1998,,5794,Centrum Kultury Teatr,"tł. Bolesław Taborski; reż., oprac. muz. Andrzej Chyra",,,,Kochanek,1998.0,
466823,1998,449,"Teatry od 1945 r. (omówienia, repertuar)",Antygona w Nowym Jorku. Prem. 1998,,5794,Centrum Kultury Teatr,Reż. Tomasz Piasecki,,,,Antygona w Nowym Jorku,1998.0,
466824,1998,449,"Teatry od 1945 r. (omówienia, repertuar)",A słów miałabym tyle... Prem. 1998,,5794,Centrum Kultury Teatr,reż. i choreogr. Beata Wojciechowska,,,,A słów miałabym tyle..,1998.0,
466825,1998,449,"Teatry od 1945 r. (omówienia, repertuar)",Śluby panieńskie. Prem. 1998,,837,Teatr im. C. K. Norwida,Reż. Andrzej Hrydzewicz,,,,Śluby panieńskie,1998.0,
466826,1998,449,"Teatry od 1945 r. (omówienia, repertuar)",Przyjaciel wesołego diabła. Prem. 1998,,837,Teatr im. C. K. Norwida,"Adapt. Zofia Mrówczyńska. Reż., oprac. muz., ruch sceniczny: Grzegorz Mrówczyński",,,,Przyjaciel wesołego diabła,1998.0,
466827,1998,449,"Teatry od 1945 r. (omówienia, repertuar)",Audiencja. Wernisaż. Prem. 1998,,837,Teatr im. C. K. Norwida,Tł. Andrzej Sławomir Jagodziński. Reż. Andrej Krob,,,,Audiencja. Wernisaż,1998.0,
466828,1998,449,"Teatry od 1945 r. (omówienia, repertuar)",Na pełnym morzu. Prem. 1998,,837,Teatr im. C. K. Norwida,"reż., oprac. muz. Krzysztof Prus",,,,Na pełnym morzu,1998.0,
466829,1998,449,"Teatry od 1945 r. (omówienia, repertuar)",Szewczyk Dratewka. Prem. 1998,,838,Jeleniogórski Teatr Animacji (do 1994: Państwowy Teatr Animacji),reż. Lech Chojnacki,,,,Szewczyk Dratewka,1998.0,
466830,1998,449,"Teatry od 1945 r. (omówienia, repertuar)",Romeo i Julia. Prem. 1998,,839,Teatr im. W. Bogusławskiego,"tł. Jerzy Stanisław Sito; insc., reż. Bartłomiej Wyszomirski",,,,Romeo i Julia,1998.0,
466964,1998,449,"Teatry od 1945 r. (omówienia, repertuar)","Życie po życiu: przy drzwiach zamkniętych, Farrago. Prem. 1998",,839,Teatr im. W. Bogusławskiego,"tł. Jan Kott; reż Małgorzata Boratyńska, Bartosz Zaczykiewicz",,,,"Życie po życiu: przy drzwiach zamkniętych, Farrago",1998.0,
466965,1998,449,"Teatry od 1945 r. (omówienia, repertuar)",Dla Julii. Prem. 1998,,839,Teatr im. W. Bogusławskiego,tł. Elżbieta Ptaszyńska-Sadowska; reż Natalia Ringler,,,,Dla Julii,1998.0,
466966,1998,449,"Teatry od 1945 r. (omówienia, repertuar)",Czary - dary. Prem. 1998,,840,Teatr Śląski im. S. Wyspiańskiego,"tł., oprac. tekstu, scen. Jan Polewka; reż. Leszek Czarnota",,według baśni Italo Calvino,,Czary - dary,1998.0,
466967,1998,449,"Teatry od 1945 r. (omówienia, repertuar)",Dziewictwo. Na kuchennych schodach. Prem. 1998,,840,Teatr Śląski im. S. Wyspiańskiego,"adapt., reż. Jacek Bunsch",,,,Dziewictwo. Na kuchennych schodach,1998.0,
466968,1998,449,"Teatry od 1945 r. (omówienia, repertuar)",Czarodziejski młyn. Prem. 1998,,786,"Śląski Teatr Lalki i Aktora ""Ateneum""",reż. Petr Nosalek,,,,Czarodziejski młyn,1998.0,
466969,1998,449,"Teatry od 1945 r. (omówienia, repertuar)",Wakacje smoka Bonawentury. Prem. 1998,,786,"Śląski Teatr Lalki i Aktora ""Ateneum""",reż. Maciej K. Tondera,,,,Wakacje smoka Bonawentury,1998.0,
466970,1998,449,"Teatry od 1945 r. (omówienia, repertuar)",Ten zapomniany romans czyli dyskretny urok dawnych przebojów. Prem. 1998,,843,Teatr im. S. Żeromskiego,"Sc., reż. Ewa Marcinkówna",,,,Ten zapomniany romans czyli dyskretny urok dawnych przebojów,1998.0,
466971,1998,449,"Teatry od 1945 r. (omówienia, repertuar)",Myśl jest przestrzenią dziwną. Prem. 1998,,843,Teatr im. S. Żeromskiego,"sc. Maria Wójcikowska; insc., reż. Piotr Szczerski",,,,Myśl jest przestrzenią dziwną,1998.0,
466972,1998,449,"Teatry od 1945 r. (omówienia, repertuar)",Cudowna lampa Aladyna. Prem. 1998,,844,"Teatr Lalki i Aktora ""Kubuś""",reż. Krzysztof Niesiołowski,,według Bolesława Leśmiana,,Cudowna lampa Aladyna,1998.0,
466973,1998,449,"Teatry od 1945 r. (omówienia, repertuar)",Porwanie w Tiutiurlistanie. Prem. 1998,,844,"Teatr Lalki i Aktora ""Kubuś""","adapt., reż. Irena Dragan",,,,Porwanie w Tiutiurlistanie,1998.0,
466974,1998,449,"Teatry od 1945 r. (omówienia, repertuar)",Romeo i Julia. Prem. 1998,,241,Bałtycki Teatr Dramatyczny im. J. Słowackiego,Tł. Stanisław Barańczak. Reż. Stanisław Nosowicz,,,,Romeo i Julia,1998.0,
466975,1998,449,"Teatry od 1945 r. (omówienia, repertuar)","O dwóch takich, co ukradli księżyc. Prem. 1998",,241,Bałtycki Teatr Dramatyczny im. J. Słowackiego,"adapt., teksty piosenek, reż. Bogusława Czosnowska",,,,"O dwóch takich, co ukradli księżyc",1998.0,
466976,1998,449,"Teatry od 1945 r. (omówienia, repertuar)",Betlejem polskie. Prem. 1998,,241,Bałtycki Teatr Dramatyczny im. J. Słowackiego,reż. Krzysztof Ziembiński,,,,Betlejem polskie,1998.0,
466977,1998,449,"Teatry od 1945 r. (omówienia, repertuar)",Czego nie widać. Prem. 1998,,57,"Teatr ""Bagatela"" im. T. Boya-Żeleńskiego","tł. Małgorzata Semil, Karol Jakubowicz; reż. Krzysztof Orzechowski",,,,Czego nie widać,1998.0,
466978,1998,449,"Teatry od 1945 r. (omówienia, repertuar)",Dziady. Prem. 1998,,846,Teatr Ludowy,"Reż. Łukasz Kos, Marek Wrona",,,,Dziady,1998.0,
466979,1998,449,"Teatry od 1945 r. (omówienia, repertuar)",Bici biją. Prem. 1998,,846,Teatr Ludowy,reż. Inka Dowlasz,,tekst i muzyka piosenki To nie tak miało Urszula Sadowińska,,Bici biją,1998.0,
